sr_returned_date_sk|sr_return_time_sk|sr_item_sk|sr_customer_sk|sr_cdemo_sk|sr_hdemo_sk|sr_addr_sk|sr_store_sk|sr_reason_sk|sr_ticket_number|sr_return_quantity|sr_return_amt|sr_return_tax|sr_return_amt_inc_tax|sr_fee|sr_return_ship_cost|sr_refunded_cash|sr_reversed_charge|sr_store_credit|sr_net_loss
2451525|52313|982|9117|174481|2985|449|1|3|11358|20|1440.40|57.61|1498.01|3.75|185.80|633.77|24.19|782.44|247.16
2451342|38019|442|6935|106258|5085|3552|1|3|11359|59|1948.77|38.97|1987.74|78.76|2574.76|1500.55|322.71|125.51|2692.49
2451387|45236|398|4673|65667|981|1735|1|3|11359|10|414.50|0.00|414.50|46.80|759.90|16.58|238.75|159.17|806.70
2452082|56991|1191|7961|121717|6273|2629|1|3|11360|7|73.29|2.19|75.48|50.84|36.05|44.70|6.28|22.31|89.08
|35031|1459|||||1|2|11360|27|||||1019.79|271.54|||1187.60
2452774|46940|1509|7766|155749|6339|802|1|1|11361|9|127.89|3.83|131.72|74.86|103.14|108.70|9.97|9.22|181.83
2451114|28971|692|158|26810|3852|4934|1|1|11364|38|3028.60|30.28|3058.88|32.51|31.54|787.43|291.35|1949.82|94.33
2452241|32028|341|5244|127170|2743|1716|1|3|11365|3|141.00|4.23|145.23|56.39|63.21|36.66|23.99|80.35|123.83
2452391|47148|533|7082|140568|4684|1687|1|2|11367|52|2007.72|100.38|2108.10|95.34|20.28|1104.24|749.88|153.60|216.00
2451478|34798|470|5913|4986|3182|411|1|1|11368|10|999.40|69.95|1069.35|98.94|120.40|49.97|37.97|911.46|289.29
2451596|50034|1142|5913|135579|7171|3163|1|1|11368|10|694.80|27.79|722.59|63.06|387.50|389.08|284.31|21.41|478.35
2451545|57551|1090|1521|162142|3563|2584|1|3|11368|10|658.50|13.17|671.67|3.02|102.60|401.68|182.34|74.48|118.79
2451429|39856|1600|5913|21477|3913|782|1|2|11368|3|123.51|0.00|123.51|23.75|123.51|75.34|29.38|18.79|147.26
2452813|46849|1381|862|141931|843|962|1|1|11369|39|559.26|33.55|592.81|89.83|621.27|111.85|335.55|111.86|744.65
2451747|33335|1064|2092|161072|2748|4544|1|3|11370|3|22.35|0.44|22.79|69.06|10.80|14.97|0.07|7.31|80.30
2451548|35919|694|8399|155932|4298|2271|1|1|11371|18|0.54|0.03|0.57|50.26|12.60|0.25|0.11|0.18|62.89
2451620|33952|1160|142|186457|4772|2687|1|1|11371|35|3407.60|238.53|3646.13|15.62|2035.60|851.90|2427.91|127.79|2289.75
2452450|56559|535|3249|83110|941|2212|1|1|11372|22|1304.16|26.08|1330.24|39.14|665.50|39.12|543.96|721.08|730.72
2450923|33577|1519|7496|24021|5346|918|1|1|11373|36|767.16|53.70|820.86|1.30|319.68|398.92|106.78|261.46|374.68
2451034|54016|13|3477|48684|6953|1669|1|1|11373|27|310.50|18.63|329.13|30.33|522.45|34.15|118.83|157.52|571.41
2451787|56658|1765|4934|190425|5883|4534|1|1|11374|40|3948.00|157.92|4105.92|58.78|1738.80|2487.24|1300.07|160.69|1955.50
2451201|35608|448|6906|40567|6835|4776|1|2|11375|1|49.83|0.00|49.83|98.03|20.41|34.38|14.83|0.62|118.44
2451058|52522|766|4938|185202|4537|4632|1|3|11375|7|168.91|0.00|168.91|67.86|97.79|67.56|101.35|0.00|165.65
2451152|36669|802|4938|2869|1685|4894|1|1|11375|14|200.20|2.00|202.20|81.19|280.28|138.13|11.79|50.28|363.47
2451746|54712|1093|1951|114212|1774|4296|1|2|11376|3|1.77|0.14|1.91|25.81|1.77|1.57|0.10|0.10|27.72
2451209|34879|1345|2657|50055|4017|1132|1|1|11377|53|4209.26|252.55|4461.81|66.76|519.93|3156.94|694.53|357.79|839.24
2452336|58654|141|3238|167704|3015|4213|1|1|11379|13|37.70|3.39|41.09|19.62|188.76|33.17|4.25|0.28|211.77
2452306|60856|1137|3780|9028|4668|2668|1|3|11380|2|156.56|9.39|165.95|33.40|111.00|154.99|1.22|0.35|153.79
2452641|49264|535|7291|98616|4804|2905|1|2|11382|28|50.96|1.01|51.97|28.03|247.24|29.55|19.48|1.93|276.28
2452601|43352|1725|7291|175079|6691|4103|1|1|11382|1|31.56|1.89|33.45|17.90|32.41|28.40|1.64|1.52|52.20
2452202|29195|955|8048|126266|1248|470|1|3|11383|29|399.33|35.93|435.26|1.05|199.52|379.36|3.99|15.98|236.50
2452166|57235|677|8048|47619|6522|1985|1|3|11383|36|4037.76|0.00|4037.76|95.73|2496.96|2099.63|1434.21|503.92|2592.69
2451659|56283|434|8565|177589|4001|1540|1|3|11386|60|888.00|35.52|923.52|13.79|295.80|550.56|296.94|40.50|345.11
2452619|52823|1512|6680|74530|3179|388|1|2|11387|37|1804.86|54.14|1859.00|23.88|1689.79|379.02|42.77|1383.07|1767.81
2452590|46759|963|6680|47310|6498|3366|1|2|11387|49|344.47|27.55|372.02|60.60|1230.39|175.67|168.80|0.00|1318.54
2451498|39259|475|9080|154154|5955|3043|1|2|11388|64|1861.76|111.70|1973.46|60.54|688.00|1750.05|67.02|44.69|860.24
2451937|31712|500|7250|127025|4354|1636|1|2|11389|36|1109.16|33.27|1142.43|22.36|1591.20|720.95|271.74|116.47|1646.83
2451598|30755|1286|7864|6970|3756|4255|1||11390|1||11.36|153.43|||119.33|||32.25
2451450||236||134580|1279||1|2|11390||172.40|||39.41|46.40||51.76|13.76|92.70
2452177|38301|973|1498|166353|4562|1211|1|2|11391|11|223.30|6.69|229.99|95.88|82.94|200.97|19.87|2.46|185.51
2451118|40169|1765|8035||||||11393||||2741.76|70.32|960.00||1506.62|79.30|1084.08
2451981|51766|1091|7243|82517|1861|438|1|2|11395|45|178.65|1.78|180.43|21.87|715.05|30.37|131.96|16.32|738.70
2452048|48169|695|7243|185291|5070|3009|1|3|11395|20|494.60|29.67|524.27|14.22|438.40|108.81|312.48|73.31|482.29
2452631|29184|627|7359|44032|4899|846|1|1|11397|7|22.75|1.13|23.88|15.21|93.94|5.91|11.28|5.56|110.28
2451247|60854|1210|263|166986|4571|1523|1|2|11398|26|189.02|17.01|206.03|61.79|330.98|81.27|34.48|73.27|409.78
2451268|53987|1438|8427|151070|1690|3783|1|3|11399|6|574.50|40.21|614.71|92.07|187.56|419.38|7.75|147.37|319.84
2451968|54025|761|3546|189957|3718|2119|1|3|11400|85|0.00|0.00|0.00|25.43|2074.00|0.00|0.00|0.00|2099.43
2452297|39335|1751|369|97489|2250|3771|1|1|11401|2|92.72|0.00|92.72|78.28|51.26|72.32|4.89|15.51|129.54
2452529|34489|577|4399|84054|6140|793|1|3|11402|11|67.43|4.04|71.47|29.38|67.43|31.69|9.29|26.45|100.85
2452604|54956|1177|4399|84166|117|748|1|3|11402|52|407.68|8.15|415.83|86.48|702.52|403.60|3.79|0.29|797.15
|41633|1279||76339|7054|3449|||11404||0.78|||12.61|9.54||||
2451442|30500|814|3515|110700|492|2204|1|2|11404|45|4599.90|0.00|4599.90|89.48|1411.20|4277.90|32.20|289.80|1500.68
2452078|53323|337|4625|32400|4815|2510|1|3|11405|28|91.28|0.00|91.28|37.01|176.68|85.80|0.71|4.77|213.69
2451503|35396|1789|3003|188142|6732|4929|1|2|11406|34|542.64|16.27|558.91|80.64|771.12|70.54|240.77|231.33|868.03
2451973|32105|595|3946|121946|6880|4214|1|3|11407|39|2784.99|27.84|2812.83|83.11|1036.62|1281.09|812.10|691.80|1147.57
2451949|54786|1148|3296|86865|961|1617|1|3|11407|8|1302.08|78.12|1380.20|96.09|13.36|91.14|811.32|399.62|187.57
2452519|53012|1428|3466|130740|2378|976|1|3|11409|28|502.32|10.04|512.36|55.86|155.40|165.76|144.72|191.84|221.30
2452785|45669|810|1371|40238|3860|2395|1|3|11410|4|10.68|0.00|10.68|51.22|41.88|7.79|0.63|2.26|93.10
2452652|47173|207|1371|162024|4961|2538|1|2|11410|50|1434.00|129.06|1563.06|34.63|796.50|444.54|801.46|188.00|960.19
2452680|52503|1077|6107|124064|5011|2798|1|3|11411|47|1890.81|75.63|1966.44|45.56|577.63|529.42|1266.09|95.30|698.82
2452139|36418|1031|3135|47367|1044|1274|1|2|11413|9|184.14|3.68|187.82|13.10|128.88|77.33|55.54|51.27|145.66
2452367|33962|23|9946|6381|2496|1171|1|3|11414|1|63.01|5.67|68.68|91.50|13.26|48.51|4.35|10.15|110.43
2451150|49504|1162|4505|131953|735|4004|1|2|11415|20|0.00|0.00|0.00|94.36|91.60|0.00|0.00|0.00|185.96
2452344|52251|1249|5522|131480|1278|2356|1|3|11416|5|20.55|0.00|20.55|78.41|17.80|19.11|0.95|0.49|96.21
2452319|58313|965|1984|100714|6451|1461|1|1|11416|15|147.45|5.89|153.34|81.49|43.20|42.76|98.40|6.29|130.58
2451134|49034|664|8399|82217|2302|1580|1|3|11419|3|126.60|8.86|135.46|68.40|46.92|35.44|7.29|83.87|124.18
2452622|51324|1027|2522|425|2328|2231|1|1|11420|52|814.84|8.14|822.98|96.94|814.84|448.16|227.34|139.34|919.92
2452594|60870|1639|7967|164773|3179|2632|1|3|11421|14|531.58|5.31|536.89|79.96|69.30|95.68|379.23|56.67|154.57
2452658|30245|1380|5579|30693|6447|4481|1|3|11421|31|119.04|8.33|127.37|2.50|57.66|103.56|6.03|9.45|68.49
2452650|57228|792|7299|157183|659|1135|1|2|11421|13|333.06|19.98|353.04|47.78|444.21|316.40|0.66|16.00|511.97
2451460|58424|1579|5320|54184|3797|890|1|2|11422|87|4573.59|320.15|4893.74|27.30|2858.82|2606.94|1494.65|472.00|3206.27
2451849|46497|157|5217|42730|2217|2351|1|1|11423|5|505.50|25.27|530.77|75.22|300.75|227.47|161.25|116.78|401.24
2451805|49694|1699|2669|81804|4092|3380|1|1|11423|75|1995.00|39.90|2034.90|5.85|3436.50|1296.75|55.86|642.39|3482.25
2451877|54353|977|5217|87202|6111|1300|1|2|11423|5|14.20|0.42|14.62|88.60|72.85|8.37|1.16|4.67|161.87
2451860|50198|355|5217|86679|2925|1684|1|1|11423|7|493.36|24.66|518.02|11.32|74.76|24.66|201.54|267.16|110.74
2452632|58669|1377|7219|68172|1055|371|1|3|11424|19|651.32|39.07|690.39|58.17|735.49|371.25|100.82|179.25|832.73
2452407|35068|323|9355|187110|6009|4868|1|3|11425|41|1550.21|124.01|1674.22|56.00|37.72|930.12|551.88|68.21|217.73
2452357|37955|1309|9355|70912|4323|1901|1|3|11425|16|852.96|76.76|929.72|24.86|478.72|588.54|193.02|71.40|580.34
2451660|42389|50|7136|16829|2049|4509|1|3|11426|24|1064.88|0.00|1064.88|81.17|515.52|1032.93|14.69|17.26|596.69
2451242|41513|898|2236|102156|1647|1218|1|3|11427|52|891.80|44.59|936.39|54.85|261.04|543.99|66.08|281.73|360.48
2451267|56195|560|2236|43276|1015|3427|1|2|11427|35|18.20|0.18|18.38|38.37|91.35|15.10|3.00|0.10|129.90
2452263|44381|711|8204|142916|4981|1206|1|3|11429|1|13.17|1.05|14.22|4.68|4.28|10.40|1.74|1.03|10.01
2451519|39594|610|9242|57564|5051|131|1|1|11430|20|1646.80|49.40|1696.20|84.79|173.20|1086.88|436.73|123.19|307.39
2451509|39686|1418|9242|147370|4210|4330|1|1|11430|67|1843.84|36.87|1880.71|99.66|2634.44|1272.24|45.72|525.88|2770.97
2451282|60902|217|7695|133351|4527|3543|1|3|11431|18|242.28|16.95|259.23|49.47|176.58|82.37|22.38|137.53|243.00
2451922|47152|992|2390|58454|6046|4551|1|2|11433|65|1119.95|89.59|1209.54|2.57|344.50|974.35|14.56|131.04|436.66
2451972|46857|446|2390|35531|5213|1928|1|3|11433|6|148.20|5.92|154.12|75.72|116.76|139.30|1.33|7.57|198.40
2451004|44900|860|9369|59313|3562|4811|1|2|11435|19|1745.15|87.25|1832.40|70.30|698.06|1064.54|401.55|279.06|855.61
2450905|57053|1676|7721|148426|858|2403|1|1|11435|56|4123.28|0.00|4123.28|10.28|1585.92|453.56|2935.77|733.95|1596.20
2452274|42228|931|7679|5549|5099|4456|1|3|11436|6|158.52|14.26|172.78|89.12|147.72|23.77|45.81|88.94|251.10
2450931|32127|430|7328|129458|4984|3877|1|3|11437|1|72.95|5.10|78.05|32.22|39.79|26.26|3.26|43.43|77.11
2450962|42817|1471|7328|104111|6577|1490|1|3|11437|10|185.30|3.70|189.00|95.02|63.50|66.70|55.74|62.86|162.22
2451406|58156|1618|3838|106575|3133|3051|1|2|11438|41|677.73|0.00|677.73|90.23|1660.50|542.18|130.12|5.43|1750.73
2451903|53021|709|7687|128773|2672|4771|1|2|11439|18|190.98|13.36|204.34|66.92|347.40|177.61|9.09|4.28|427.68
2451703|46004|401|463|28061|3562|4503|1|3|11440|52|5954.52|357.27|6311.79|45.75|940.16|1131.35|3279.75|1543.42|1343.18
2451790|47859|1586|463|129782|7172|3275|1|3|11440|1|17.61|0.00|17.61|69.67|24.39|14.96|1.29|1.36|94.06
2452539|54827|36|5740|116941|6487|3520|1|3|11443|15|418.20|4.18|422.38|64.60|353.85|184.00|156.91|77.29|422.63
2452494|52457|223|5740|185479|893|234|1|3|11443|1|30.37|0.91|31.28|83.29|30.37|0.91|27.39|2.07|114.57
||766|||||||11445||324.48|25.95|350.43|80.90|1731.84|253.09||27.85|
2451338|60913|1730|4438|96256|5344|3272|1|2|11446|30|1022.70|0.00|1022.70|40.64|67.20|613.62|4.09|404.99|107.84
2451471|58575|368|7609|108627|1860|4013|1|1|11447|18|1211.04|0.00|1211.04|7.57|357.30|121.10|152.59|937.35|364.87
2451519|37548|914|7609|23254|5557|100|1|1|11447|6|485.58|24.27|509.85|95.33|271.14|271.92|81.19|132.47|390.74
2451488|56430|13|7609|94549|6004|3299|1|2|11447|10|118.60|4.74|123.34|76.01|135.50|15.41|29.92|73.27|216.25
2450836|43099|781|8321|103655|6414|2700|1|3|11449|1|51.88|0.51|52.39|90.92|19.87|15.04|36.84|0.00|111.30
2450908|58909|418|8321|157009|4679|3309|1|3|11449|9|16.92|0.00|16.92|3.15|56.43|10.15|2.84|3.93|59.58
2452447|44815|1021|5972|82441|2843|3325|1|2|11450|21|314.58|18.87|333.45|93.43|304.08|81.79|62.85|169.94|416.38
2452432|35428|1086|5972|129508|781|4054|1|1|11450|37|1587.67|31.75|1619.42|36.50|871.72|1460.65|77.48|49.54|939.97
2452464|59218|883|5972|150477|6206|3542|1|3|11450|13|373.62|14.94|388.56|52.17|23.27|373.62|0.00|0.00|90.38
2452558|34634|367|5972|42997|316|428|1|2|11450|71|8228.19|0.00|8228.19|38.40|3656.50|5430.60|475.59|2322.00|3694.90
2452520|61147|1305|6257|29197|382|814|1|3|11451|18|865.98|69.27|935.25|53.37|363.42|744.74|12.12|109.12|486.06
2451184|58037|607|5590|33077|432|4754|1|2|11452|8|450.56|27.03|477.59|67.30|66.40|126.15|191.40|133.01|160.73
2452598|38618|1680|2352|170507|5354|2954|1|2|11455|2|7.72|0.07|7.79|80.57|6.54|2.62|2.75|2.35|87.18
2451137|41916|106|4158|44254|1428|169|1|1|11456|32|3628.48|217.70|3846.18|2.38|1645.44|1015.97|496.37|2116.14|1865.52
2451081|43897|416|4158|48816|3386|36|1|3|11456|85|1227.40|98.19|1325.59|71.51|0.00|994.19|146.92|86.29|169.70
2452301|33683|1427|2025|167801|6278|995|1|2|11458|83|3232.85|226.29|3459.14|42.80|1538.82|808.21|169.72|2254.92|1807.91
2452341|31262|913|8479|23278|4364|4530|1|1|11458|30|1114.80|44.59|1159.39|38.11|1080.90|412.47|56.18|646.15|1163.60
2451383|59403|256|4366|2835|1544|933|1|2|11459|11|741.73|0.00|741.73|33.32|12.54|178.01|101.46|462.26|45.86
2451448|30809|634|2735|85556|6890|791|1|1|11459|13|994.11|0.00|994.11|98.96|64.09|825.11|57.46|111.54|163.05
2451378|30471|1537|1806|83978|3280|862|1|2|11459|8|81.92|3.27|85.19|5.04|188.40|53.24|14.05|14.63|196.71
2451660|32315|752|6292|152336|7135|2654|1|1|11462|6|111.06|0.00|111.06|46.53|88.86|31.09|11.19|68.78|135.39
2452386|35443|1665|6500|160269|6279|936|1|2|11463|2|35.44|0.00|35.44|75.23|22.14|22.32|0.13|12.99|97.37
2451968|49278|1435|7686|104849|5410|771|1|1|11465|23|251.62|0.00|251.62|73.25|274.16|115.74|118.21|17.67|347.41
2451252|60097|469|1070|82825|4358|4451|1|2|11466|1|47.89|2.87|50.76|31.78|8.25|17.71|2.71|27.47|42.90
2451274|50571|530|2732|103952|1365|458|1|1|11466|66|1597.86|31.95|1629.81|24.26|859.98|1358.18|158.18|81.50|916.19
2451261|61130|1460|1070|149735|1399|3663|1|2|11466|31|84.01|5.88|89.89|53.24|814.06|67.20|14.79|2.02|873.18
2451596|49510|298|3044|147663|2536|362|1|1|11469|24|2610.00|156.60|2766.60|87.60|1140.00|2009.70|210.10|390.20|1384.20
2452667|60775|643|6863|137357|6390|4863|1|2|11470|19|376.96|3.76|380.72|97.26|0.00|365.65|3.61|7.70|101.02
2451902|30360|437|9053|137163|6415|4100|1|1|11471|53|5324.91|212.99|5537.90|6.25|1079.08|425.99|3968.12|930.80|1298.32
2451921|44858|107|9053|118619|2203|1994|1|3|11471|5|96.80|0.00|96.80|49.13|133.55|70.66|10.71|15.43|182.68
2451910|32968|1163|9708|14626|4863|3253|1|2|11473|46|1485.80|0.00|1485.80|66.69|102.12|104.00|1119.25|262.55|168.81
2451969|36054|776|9708|117769|4919|1669|1|1|11473|10|393.50|11.80|405.30|58.25|432.90|299.06|6.61|87.83|502.95
2452146|30899|803|2343|18594|125|863|1|3|11474|41|216.89|8.67|225.56|48.52|325.13|54.22|115.49|47.18|382.32
2452635|34365|1056|9672|5617|1798|3299|1|2|11476|2|24.08|1.92|26.00|30.74|30.76|9.63|11.84|2.61|63.42
2452710|30390|1608|9672|53898|1155|4852|1|3|11476|8|444.40|4.44|448.84|58.80|222.16|435.51|6.75|2.14|285.40
2452780|54949|885|9672|123062|199|3176|1|3|11476|18|578.88|0.00|578.88|67.35|594.18|329.96|146.86|102.06|661.53
2452732|31013|498|9672|122433|3027|908|1|2|11476|75|3666.75|256.67|3923.42|36.79|499.50|440.01|32.26|3194.48|792.96
2452583|34619|1423|5222|38997|4418|3032|1|1|11478|38|4404.20|176.16|4580.36|21.96|1717.60|3215.06|879.96|309.18|1915.72
2452617|43416|468|3419|141443|6827|331|1|1|11478|32|1599.04|31.98|1631.02|80.57|488.64|511.69|130.48|956.87|601.19
2452352|44820|1127|3166|25500|4297|1287|1|1|11480|52|230.88|16.16|247.04|58.64|110.24|30.01|42.18|158.69|185.04
2451306|45549|463|2741|45781|6240|1419|1|1|11481|10|279.80|2.79|282.59|28.69|153.90|64.35|99.10|116.35|185.38
2451580|55623|1646|1623|187222|6094|1373|1|2|11484|6|122.46|7.34|129.80|74.22|55.44|63.67|5.87|52.92|137.00
2451921|45465|343|2532|125241|2750|812|1|1|11485|1|114.82|6.88|121.70|42.92|6.75|57.41|40.18|17.23|56.55
2451137|51416|1208|7021|||998|1||11486|3|56.91|5.12|62.03||73.20||||
2451045|47239|955|7021|171931|1604|837|1|2|11486|6|377.16|11.31|388.47|1.02|415.86|30.17|270.65|76.34|428.19
2452276|42508|1527|4465|19387|2729|3278|1|1|11487|20|8.40|0.42|8.82|51.46|15.60|1.51|2.82|4.07|67.48
2452337|31562|1169|8857|157695|5253|98|1|1|11487|23|578.68|5.78|584.46|15.17|334.88|127.30|406.24|45.14|355.83
2451962|38247|701|7575|12822|6619|4816|1|1|11488|52|1258.40|100.67|1359.07|55.94|49.92|893.46|335.74|29.20|206.53
2451568|61105|1309|8214|138909|4004|339|1|2|11490|76|1218.28|109.64|1327.92|29.37|1055.64|706.60|46.05|465.63|1194.65
2452704|54225|3|3625|188232|2217|2002|1|3|11492|8|423.92|0.00|423.92|79.11|215.04|42.39|11.44|370.09|294.15
2452582|32366|1236|3625|65933|2024|3388|1|3|11492|10|33.40|0.66|34.06|71.93|20.00|33.06|0.25|0.09|92.59
2452607|58051|1743|3625|157532|968|757|1|3|11492|14|6.58|0.26|6.84|32.80|251.02|2.76|3.17|0.65|284.08
2452577|49806|948|3625|191922|5575|901|1|3|11492|7|353.29|7.06|360.35|94.69|37.17|286.16|38.26|28.87|138.92
|33118|1102|||6260|765|1||11494||5970.18||6149.28|31.55|2229.84||||2440.49
|46189|1696||146291||3157|1||11494|19|||708.87|78.80||||132.38|
2451535|59868|301|163|125182|4764|506|1|2|11494|36|1379.16|41.37|1420.53|43.65|660.24|565.45|89.50|724.21|745.26
2452388|42287|715|8901|129808|6944|4640|1|2|11495|16|300.80|24.06|324.86|39.02|582.88|48.12|30.32|222.36|645.96
2451994|59076|457|9605|140125|6791|584|1|1|11497|44|252.56|12.62|265.18|28.27|252.56|101.02|45.46|106.08|293.45
2452044|46564|632|9605|102204|5|566|1|1|11497|21|1195.95|0.00|1195.95|25.51|647.64|980.67|142.08|73.20|673.15
2451116|34722|967|7282|36884|2119|4561|1|3|11498|31|37.51|1.87|39.38|79.77|269.39|15.37|12.17|9.97|351.03
2451200|32267|878|7688|178238|7188|4338|1|3|11498|45|1191.60|107.24|1298.84|12.59|1366.65|714.96|433.74|42.90|1486.48
2451193|57385|548|8952|150509|2513|317|1|1|11498|18|230.40|11.52|241.92|74.92|230.40|59.90|146.63|23.87|316.84
2451717|44111|581|7734|1730|1214|3385|1|3|11501|16|45.92|0.00|45.92|37.37|50.24|2.75|30.65|12.52|87.61
2451768|51707|827|7734|29404|6102|4960|1|3|11501|7|96.46|4.82|101.28|32.02|34.79|87.77|7.47|1.22|71.63
2452027|30168|1277|1264|127433|5522|4211|1|3|11502|48|179.04|5.37|184.41|46.78|274.56|121.74|33.80|23.50|326.71
2452051|36259|218|1264|54270|4035|4447|1|1|11502|37|453.25|18.13|471.38|1.62|503.57|131.44|83.67|238.14|523.32
2451964|39901|1253|1264|25572|1500|588|1|2|11502|33|1457.28|131.15|1588.43|23.19|702.57|1049.24|342.75|65.29|856.91
2452122|39187|1517|3379|39568|4198|501|1|2|11504|16|396.48|3.96|400.44|26.25|242.88|59.47|6.74|330.27|273.09
2452273||1743||||348|1||11505||4547.93|||||||771.34|
2452366|34995|253|8063|187002|5842|362|1|2|11505|3|39.27|3.14|42.41|35.98|45.99|20.42|16.77|2.08|85.11
2452763|39637|225|2392|127451|3710|1816|1|3|11507|17|460.02|36.80|496.82|91.43|340.00|377.21|71.21|11.60|468.23
2452778|45712|739|3976|114520|4435|4910|1|1|11507|17|272.68|0.00|272.68|90.26|168.47|158.15|88.18|26.35|258.73
||1528|7039|90742|||||11509|39|2067.00||2129.01|89.29|885.69|20.67|634.36|1411.97|1036.99
2451639|32889|1513|7039|138561|5881|4688|1|3|11509|30|555.90|0.00|555.90|15.00|283.80|461.39|36.85|57.66|298.80
2451554|43891|487|3740|91858|1406|1754|1|3|11510|23|230.46|0.00|230.46|79.91|182.39|223.54|6.43|0.49|262.30
2451786|43992|524|7190|152780|4104|2701|1|1|11511|56|2629.20|184.04|2813.24|78.25|1144.64|1708.98|901.81|18.41|1406.93
2451768|40817|1213|7190|111249|3097|3418|1|2|11511|48|259.20|0.00|259.20|70.24|10.08|129.60|5.18|124.42|80.32
2451157|42225|542|5421|3757|1017|2430|1|2|11512|56|1144.08|34.32|1178.40|62.11|342.72|938.14|142.09|63.85|439.15
2450979|46284|259|9014|115726|3589|2372|1|1|11513|34|669.12|0.00|669.12|51.93|2231.08|6.69|370.96|291.47|2283.01
2450987|56070|805|9631|47615|3966|2757|1|2|11513|11|284.24|17.05|301.29|92.18|17.05|68.21|51.84|164.19|126.28
2450949||1598||187554||2805|1|3|11513||2348.46||2442.39|66.25|||||
2451477|53810|844|3759|52029|3052|1468|1|2|11516|16|598.56|5.98|604.54|59.86|525.92|263.36|120.67|214.53|591.76
2451282|54398|260|5978|148697|1453|169|1|1|11517|57|886.35|17.72|904.07|91.64|486.21|771.12|43.78|71.45|595.57
2451209|35336|8|5978|6771|6168|2605|1|1|11517|20|178.00|0.00|178.00|85.59|211.00|138.84|15.27|23.89|296.59
2452524||492|2519||||||11518|12|157.32|||39.22||47.19|44.05|66.08|
2452563|33772|1731|2519|91978|5675|3725|1|2|11518|73|3018.55|181.11|3199.66|44.67|2808.31|935.75|749.80|1333.00|3034.09
2452685|43705|24|8128|149397|3219|2808|1|3|11519|26|981.76|19.63|1001.39|19.37|327.08|363.25|37.11|581.40|366.08
2452614|45708|843|8128|39467|5178|2809|1|3|11519|25|2664.50|0.00|2664.50|85.34|29.50|1199.02|1172.38|293.10|114.84
2451544|37511|505|3081|84146|3260|2534|1|3|11521|4|343.92|20.63|364.55|52.31|12.72|226.98|10.52|106.42|85.66
2451957|56902|403|6579|111493|1047|1481|1|3|11522|13|604.76|0.00|604.76|12.58|276.64|290.28|97.48|217.00|289.22
2451847|30720|925|8161|104260|2856|4685|1|1|11522|5|23.20|1.62|24.82|11.20|5.55|3.01|7.06|13.13|18.37
2451852|59357|463|5002|87590|6978|319|1|2|11522|15|367.95|22.07|390.02|66.63|484.20|224.44|143.51|0.00|572.90
2451358|59866|949|3840|4572|777|3869|1|2|11524|25|33.75|0.00|33.75|2.86|1051.75|29.36|1.18|3.21|1054.61
2451517|43671|277|611|173869|6712|955|1|2|11525|16|959.20|67.14|1026.34|6.32|203.68|920.83|33.76|4.61|277.14
2451625|37941|224|345|62587|4216|1285|1|2|11527|28|1244.32|111.98|1356.30|97.39|1120.00|248.86|477.82|517.64|1329.37
2451516|61088|112|5862|89324|1106|3575|1|3|11527|5|254.90|20.39|275.29|16.64|65.10|180.97|2.21|71.72|102.13
2450952|42152|1738|7411|76322|5317|2519|1|3|11528|27|520.56|26.02|546.58|75.35|211.41|499.73|10.41|10.42|312.78
2450982|45881|428|7411|28316|2521|3453|1|2|11528|11|279.51|19.56|299.07|52.31|108.02|201.24|78.27|0.00|179.89
2451877|46306|218|172|81467|4629|1864|1|1|11530|51|184.62|1.84|186.46|57.79|34.17|18.46|126.28|39.88|93.80
2451772|52712|1093|172|55805|962|4159|1|3|11530|21|440.16|8.80|448.96|21.91|201.18|57.22|245.08|137.86|231.89
2451798|29916|173|172|104576|2434|3252|1|1|11530|7|113.19|9.05|122.24|22.41|88.97|30.56|15.69|66.94|120.43
|38434|493|||||1||11530|||20.32|246.10||103.80|29.35|194.46|1.97|214.62
2450968|60095|871|2471|99249|4798|2387|1|1|11534|8|7.20|0.21|7.41|21.23|5.36|4.39|2.78|0.03|26.80
2450969|45559|626|8746|793|6360|1767|1|3|11534|37|3875.75|0.00|3875.75|77.32|522.44|465.09|2694.42|716.24|599.76
2451278|36985|28|1359|182895|4613|4338|1|1|11536|17|976.31|0.00|976.31|42.36|184.28|907.96|50.57|17.78|226.64
2451129|34788|952|1359|50116|5544|2972|1|1|11536|5|669.95|0.00|669.95|5.38|6.95|388.57|123.80|157.58|12.33
2451307|32214|1258|8496|166855|3870|4845|1|1|11537|9|703.53|7.03|710.56|92.50|187.11|703.53|0.00|0.00|286.64
2451623|45183|736|6986|121520|490|3860|1|1|11539|3|104.76|3.14|107.90|78.45|155.19|91.14|2.86|10.76|236.78
2451659|37085|145|6986|138068|3988|188|1|2|11539|7|425.53|34.04|459.57|25.31|140.00|221.27|102.13|102.13|199.35
