wr_returned_date_sk|wr_returned_time_sk|wr_item_sk|wr_refunded_customer_sk|wr_refunded_cdemo_sk|wr_refunded_hdemo_sk|wr_refunded_addr_sk|wr_returning_customer_sk|wr_returning_cdemo_sk|wr_returning_hdemo_sk|wr_returning_addr_sk|wr_web_page_sk|wr_reason_sk|wr_order_number|wr_return_quantity|wr_return_amt|wr_return_tax|wr_return_amt_inc_tax|wr_fee|wr_return_ship_cost|wr_refunded_cash|wr_reversed_charge|wr_account_credit|wr_net_loss
2451658|65506|37|7352|96971|4783|722|7352|96971|4783|722|4|3|3471|62|457.56|22.87|480.43|77.13|801.04|155.57|27.17|274.82|901.04
2451805|82820|757||191032|5529|1466|202|191032||||3|3471|||7.12|||144.72||2.24||202.53
||1325||87734|||7772|||3065|||3472|16|213.76|6.41|220.17||438.88||||
2452085|55918|563|7511|188539|6767|4995|7511|188539|6767|4995|3|2|3472|16|105.76|0.00|105.76|19.68|248.96|82.49|17.45|5.82|268.64
2451371|45679|464|9351|148691|2991|2011|9351|148691|2991|2011|4|2|3473|3|148.29|1.48|149.77|76.59|289.56|111.21|20.76|16.32|367.63
2451262|73692|424|5466|91001|3369|944|5466|91001|3369|944|1|2|3473|3|145.26|10.16|155.42|93.51|94.11|39.22|15.90|90.14|197.78
2452657|9642|234|2447|180244|3608|3765|2447|180244|3608|3765|3|2|3474|7|470.47|42.34|512.81|45.23|342.86|423.42|25.40|21.65|430.43
2452756|53248|279|3097|84867|6645|3670|3097|84867|6645|3670|1|1|3474|24|804.00|64.32|868.32|37.01|196.80|257.28|185.88|360.84|298.13
2452406||809|||1159|3987||||3987|1||3475|13|232.83|6.98||31.51|512.20||68.45|127.13|550.69
2452219|78768|1439|9374|37912|3217|1315|9374|37912|3217|1315|3|1|3475|15|3290.85|296.17|3587.02|18.21|39.60|32.90|32.57|3225.38|353.98
2452411|81961|1363|6376|190209|1675|1748|6376|190209|1675|1748|5|3|3475|3|3.42|0.00|3.42|56.97|5.82|1.71|0.94|0.77|62.79
2452627|33490|1099|4003|142853|1143|3066|4003|142853|1143|3066|6|2|3476|3|16.02|0.00|16.02|15.62|0.81|0.96|9.93|5.13|16.43
2452886|76664|115|8000|145354|2675|4436|8000|145354|2675|4436|1|3|3476|16|319.52|12.78|332.30|27.76|152.16|54.31|103.43|161.78|192.70
2452662|36209|987|5555|56047|1372|504|5555|56047|1372|504|1|2|3476|9|386.91|3.86|390.77|88.30|57.96|170.24|97.50|119.17|150.12
2452571|42145|1674|7090|19101|5112|3523|7090|19101|5112|3523|3|1|3477|28|745.36|29.81|775.17|90.26|160.72|387.58|239.71|118.07|280.79
2452723|36226|1059|170|38162|2507|2852|170|38162|2507|2852|6|3|3479|64|6960.00|278.40|7238.40|40.20|3422.72|4106.40|856.08|1997.52|3741.32
2452272|41240|583|3979|180235|2251|1540|3979|180235|2251|1540|5|2|3480|44|1312.08|0.00|1312.08|61.69|0.00|1062.78|142.10|107.20|61.69
2452061|33304|585|698|153648|5111|541|698|153648|5111|541|3|3|3480|81|1209.33|108.83|1318.16|49.01|595.35|713.50|406.58|89.25|753.19
2451467|74035|1310|3364|142714|6144|334|3364|142714|6144|334|2|2|3483|4|119.88|2.39|122.27|36.88|106.56|50.34|6.25|63.29|145.83
|37691|1534|4574||2740|623|4574|117017|2740|||2|3483|30|1797.00||||2053.50|143.76|694.36||
2452622|61473|510|9568|75919|190|1054|9568|75919|190|1054|3|3|3484|64|61.44|1.22|62.66|60.64|677.12|58.98|0.66|1.80|738.98
2452020|71245|1025|5199|180889|3106|1636|5199|180889|3106|1636|1|2|3485|16|2298.56|206.87|2505.43|75.66|1787.68|45.97|450.51|1802.08|2070.21
2451979|43629|1256|1545|101828|3711|2394|1545|101828|3711|2394|1|2|3485|68|7664.28|459.85|8124.13|39.61|1596.64|613.14|282.04|6769.10|2096.10
2451028|73554|1346|7508|95957|5173|582|7508|95957|5173|582|2|1|3487|58|6.96|0.00|6.96|73.31|279.56|4.73|1.51|0.72|352.87
2450914|33128|1327|4673|98291|3462|280|4673|98291|3462|280|4|3|3488|5|461.40|41.52|502.92|89.71|173.00|276.84|149.49|35.07|304.23
2451101|67106|1598|9248|135940|4792|317|9248|135940|4792|317|1|2|3488|1|11.00|0.99|11.99|17.96|55.03|1.21|5.97|3.82|73.98
2450925|44980|284|9946|173135|5011|1520|9946|173135|5011|1520|4|2|3488|76|332.12|13.28|345.40|74.53|1282.12|182.66|112.09|37.37|1369.93
2452037|72703|793|128|4732|456|2267|128|4732|456|2267|2|3|3489|2|8.62|0.77|9.39|4.85|5.42|5.86|0.96|1.80|11.04
2451315|54569|1784|2032|140106|3987|1388|2032|140106|3987|1388|1|3|3490|35|29.40|2.05|31.45|32.89|27.65|14.70|11.31|3.39|62.59
2451114|35695|1610|3680|185224|2335|1239|3680|185224|2335|1239|1|3|3492|14|54.46|3.26|57.72|87.94|43.54|54.46|0.00|0.00|134.74
2451318|61965|1318|1382|59606|3910|727|1382|59606|3910|727|4|3|3492|36|1977.84|79.11|2056.95|90.21|1977.84|1443.82|416.53|117.49|2147.16
2451203|68322|841|2400|34034|5221|808|2400|34034|5221|808|1|3|3492|8|15.12|0.15|15.27|35.98|118.40|9.22|5.66|0.24|154.53
2452011|72806|1157|6300|32729|4871|4380|6300|32729|4871|4380|2|3|3494|6|205.14|0.00|205.14|30.70|148.38|73.85|56.45|74.84|179.08
2451942|55541|1537|1559|57605|3091|1304|1559|57605|3091|1304|1|1|3494|7|959.28|38.37|997.65|60.94|652.82|729.05|151.95|78.28|752.13
2452155|49554|577|9998|107112|6306|3013|9998|107112|6306|3013|1|1|3495|64|197.12|9.85|206.97|28.71|988.16|7.88|174.10|15.14|1026.72
2451035|10182|704|823|42754|1838|3569|823|42754|1838|3569|4|1|3496|32|5006.08|450.54|5456.62|8.50|3223.04|4255.16|352.93|397.99|3682.08
2451069|58021|968|9796|95486|3656|4386|9796|95486|3656|4386|4|1|3496|69|7948.11|238.44|8186.55|0.98|2477.10|2066.50|3352.51|2529.10|2716.52
2450962|69932|1702|5097|173330|6876|4742|5097|173330|6876|4742|4|1|3496|38|2217.68|110.88|2328.56|74.91|1400.68|1995.91|215.11|6.66|1586.47
2451163|73409|1090|4302|66872|4882|2572|4302|66872|4882|2572|4|1|3496|1|5.76|0.23|5.99|46.54|11.53|1.38|4.16|0.22|58.30
2452815|39937|1195|3220|138585|190|75|3220|138585|190|75|6|2|3498|12|26.04|0.00|26.04|16.98|8.04|1.56|16.15|8.33|25.02
2452336|85139|89|8899|50880|1934|2875|8899|50880|1934|2875|5|2|3499|7|532.70|42.61|575.31|99.22|399.56|298.31|79.69|154.70|541.39
2452349|66435|1585|7955|36302|1129|4469|7955|36302|1129|4469|1|1|3499|8|389.12|15.56|404.68|12.36|564.88|19.45|192.22|177.45|592.80
|52966|555||105949||4057|9728|||4057||1|3500|12|||813.71|37.27|386.76|7.97||481.78|439.98
2452847|62557|807|8636|156570|3031|2405|8636|156570|3031|2405|3|3|3500|66|2226.84|155.87|2382.71|29.12|1514.04|1870.54|252.97|103.33|1699.03
2452599|35232|673|6716|47820|4134|3175|6716|47820|4134|3175|6|2|3503|9|562.50|50.62|613.12|77.16|244.17|506.25|52.87|3.38|371.95
2452426|10758|505|8486|110485|4597|2276|8486|110485|4597|2276|3|2|3503|30|6277.80|251.11|6528.91|24.08|1333.80|2762.23|1652.31|1863.26|1608.99
2452603|36795|174|8569|63804|5199|2914|8569|63804|5199|2914|1|1|3504|1|0.80|0.06|0.86|69.85|35.25|0.47|0.01|0.32|105.16
2452593|29413|1525|1358|92920|4802|2324|1358|92920|4802|2324|6|1|3504|60|4316.40|129.49|4445.89|49.23|2910.60|863.28|34.53|3418.59|3089.32
2452511|31453|996|7189|187174|4919|1784|7189|187174|4919|1784|1|2|3504|17|127.84|7.67|135.51|25.87|82.11|16.61|24.47|86.76|115.65
2451338||919||184059|||9899|184059||||1|3506|||0.00|||72.20|||742.68|
2451304|34861|1174|2900|66363|593|4416|2900|66363|593|4416|2|2|3506|75|4636.50|46.36|4682.86|31.34|1224.75|741.84|1947.33|1947.33|1302.45
2451040|43993|1354|373|120476|6099|1562|373|120476|6099|1562|1|3|3507|10|289.10|8.67|297.77|71.88|544.30|138.76|111.25|39.09|624.85
2451040|72296|217|1889|58505|7041|4970|1889|58505|7041|4970|1|2|3507|26|961.48|48.07|1009.55|71.43|281.32|403.82|211.91|345.75|400.82
2452293|61748|15|6762|86483|1845|247|6762|86483|1845|247|5|2|3509|19|276.07|19.32|295.39|33.34|2024.83|93.86|74.70|107.51|2077.49
2452310|12233|399|7317|154493|2502|3871|7317|154493|2502|3871|5|1|3510|3|45.69|0.45|46.14|54.37|7.26|24.67|13.24|7.78|62.08
2451043|77464|1402|425|59941|337|2540|425|59941|337|2540|2|1|3511|4|364.00|29.12|393.12|37.30|74.64|141.96|11.10|210.94|141.06
2451960|48144|1376|633|68246|1939|745|633|68246|1939|745|1|2|3512|5|112.70|7.88|120.58|33.81|34.55|12.39|50.15|50.16|76.24
2452046|17387|950|8240|85240|1393|2746|8240|85240|1393|2746|1|2|3514|49|1271.06|114.39|1385.45|91.77|172.97|864.32|345.72|61.02|379.13
2452079|21181|803|4033|40286|6139|2439|4033|40286|6139|2439|2|2|3515|46|113.16|4.52|117.68|88.52|396.98|109.76|0.34|3.06|490.02
2451316|22485|62|5836|72861|5839|3017|5836|72861|5839|3017|4|3|3516|71|6603.71|330.18|6933.89|43.92|4042.74|1320.74|5282.97|0.00|4416.84
2451681|32243|1342|732|63618|3144|1150|732|63618|3144|1150|2|2|3517|20|994.00|39.76|1033.76|49.32|1443.00|765.38|112.02|116.60|1532.08
2451744|63219|1699|9287|3572|5730|3175|9287|3572|5730|3175|2|2|3517|67|4347.63|217.38|4565.01|68.35|5362.01|2521.62|493.02|1332.99|5647.74
2452325|38948|179|6143|30511|3726|294|6143|30511|3726|294|1|3|3518|12|54.60|2.18|56.78|88.22|35.64|46.41|7.86|0.33|126.04
2452268|47866|1671|9366|17194|5869|3497|9366|17194|5869|3497|3|2|3518|18|1053.36|42.13|1095.49|61.71|94.32|337.07|229.21|487.08|198.16
2452130|7229|599|2666|21866|6906|2026|2666|21866|6906|2026|2|1|3519|2|57.50|4.02|61.52|18.99|101.20|23.57|12.21|21.72|124.21
2452399|70579|1405|3573|97562|64|2086|3573|97562|64|2086|5|1|3520|1|40.72|0.40|41.12|86.02|6.10|0.00|20.36|20.36|92.52
2451430|32025|394|70|39152|4027|2982|70|39152|4027|2982|4|3|3521|6|74.28|5.19|79.47|36.89|108.90|5.94|24.60|43.74|150.98
2452004|43496|1310|5660|95809|1798|420|5660|95809|1798|420|2|3|3522|6|1023.78|40.95|1064.73|88.07|575.16|51.18|350.13|622.47|704.18
2452149|67611|1349|9375|156862|4029|803|9375|156862|4029|803|3|2|3523|12|23.76|0.23|23.99|62.12|525.12|20.19|1.32|2.25|587.47
2452184|1976|1137|597|129634|2318|1355|597|129634|2318|1355|3|3|3523|5|216.75|15.17|231.92|73.03|284.05|201.57|1.21|13.97|372.25
2452062|16489|1045|5829|49108|6834|3960|5829|49108|6834|3960|3|3|3523|70|1892.10|56.76|1948.86|99.49|709.10|1532.60|86.28|273.22|865.35
2450967|56801|1153|1868|94414|5280|2186|1868|94414|5280|2186|4|1|3524|65|1684.80|134.78|1819.58|84.63|5897.45|117.93|172.35|1394.52|6116.86
2450979|79096|1592|3879|174635|6671|2467|3879|174635|6671|2467|2|2|3524|38|4316.04|302.12|4618.16|90.93|1885.18|2287.50|1075.12|953.42|2278.23
2451968|59380|1651|2722|153334|186|4718|2722|153334|186|4718|1|1|3525|10|169.70|1.69|171.39|12.76|164.50|3.39|138.03|28.28|178.95
2452403|83192|779|4771|34659|7027|3308|4771|34659|7027|3308|5|2|3526|19|637.45|25.49|662.94|41.00|838.66|312.35|68.27|256.83|905.15
2451710|76814|1258|8904|25139|6847|2242|8904|25139|6847|2242|2|1|3527|1|16.27|1.13|17.40|51.37|8.76|9.59|2.27|4.41|61.26
2451688|74109|1730|4564|56810|5409|3455|4564|56810|5409|3455|4|3|3527|55|2611.40|26.11|2637.51|54.84|2321.00|0.00|1592.95|1018.45|2401.95
2452953|62800|1164|2962|181627|1288|422|2962|181627|1288|422|6|2|3528|9|365.22|18.26|383.48|70.07|182.61|303.13|4.96|57.13|270.94
2451893|24549|1400|8244|132407|1690|860|8244|132407|1690|860|5|1|3529|32|2132.16|0.00|2132.16|20.59|491.84|255.85|1463.52|412.79|512.43
2451896|55175|179|3671|105560|1802|2044|3671|105560|1802|2044|2|3|3529|59|4314.67|258.88|4573.55|9.43|1406.56|474.61|76.80|3763.26|1674.87
2452652|60443|895|8872|103775|3638|2174|8872|103775|3638|2174|3|3|3530|63|4842.18|193.68|5035.86|85.53|2766.96|1840.02|2611.87|390.29|3046.17
2452567|60925|253|3258|136967|883|3472|3258|136967|883|3472|1|2|3530|19|416.48|0.00|416.48|24.19|357.01|137.43|53.01|226.04|381.20
2451315|68457|1688|2308|92283|6145|1640|2308|92283|6145|1640|1|3|3531|12|1216.92|48.67|1265.59|39.87|347.64|450.26|7.66|759.00|436.18
2452116|65839|1561|9033|33284|1502|2313|9033|33284|1502|2313|5|3|3533|20|1822.20|0.00|1822.20|75.29|19.40|145.77|838.21|838.22|94.69
2451982|59273|905|1712|115027|4709|4384|1712|115027|4709|4384|1|3|3533|65|12021.75|601.08|12622.83|58.36|4529.85|5890.65|490.48|5640.62|5189.29
2451086|34149|1135|1649|70851|3812|2086|1649|70851|3812|2086|1|1|3534|82|720.78|28.83|749.61|97.92|971.70|663.11|8.65|49.02|1098.45
2451022|79197|272|8119|79441|6203|3445|8119|79441|6203|3445|2|1|3534|2|18.60|0.00|18.60|59.40|23.60|8.37|1.53|8.70|83.00
2452264|61099|1295|8976|79252|5481|3510|8976|79252|5481|3510|1|1|3535|26|3366.74|269.33|3636.07|51.95|1708.46|2087.37|473.36|806.01|2029.74
2451128|76704|220|5138|38784|1150|3356|5138|38784|1150|3356|2|3|3536|83|1320.53|105.64|1426.17|3.89|879.80|858.34|138.65|323.54|989.33
2452335|46213|1261|4332|100369|2086|163|4332|100369|2086|163|1|1|3538|34|96.22|0.96|97.18|39.60|235.62|83.71|7.88|4.63|276.18
2452217|54713|1693|2856|90312|6375|2511|2856|90312|6375|2511|3|3|3539|74|3434.34|240.40|3674.74|99.78|2910.42|34.34|1258.00|2142.00|3250.60
2452412|81000|1443|9876|176017|191|1725|9876|176017|191|1725|1|2|3541|25|969.50|29.08|998.58|73.80|510.75|785.29|34.99|149.22|613.63
2451526|68544|1028|5484|86807|6690|246|5484|86807|6690|246|2|1|3542|3|26.55|1.59|28.14|81.70|8.37|22.56|2.47|1.52|91.66
2451284|75861|262|1613|10723|2520|3150|1613|10723|2520|3150|4|1|3545|49|2969.89|207.89|3177.78|36.95|873.18|326.68|1533.06|1110.15|1118.02
2451267|54094|1132|3504|152783|4222|534|3504|152783|4222|534|1|3|3545|1|3.27|0.13|3.40|58.19|2.18|2.84|0.10|0.33|60.50
2452681|77862|759|1002|74688|5607|886|1002|74688|5607|886|1|2|3546|33|403.26|16.13|419.39|1.97|552.42|201.63|26.21|175.42|570.52
2452343|51909|1315|4635|115010|1738|4666|4635|115010|1738|4666|5|3|3548|20|2133.00|127.98|2260.98|43.03|396.00|1471.77|390.12|271.11|567.01
2452390|30670|247|7407|37869|6298|367|7407|37869|6298|367|3|1|3549|1|56.01|3.92|59.93|57.94|32.43|45.36|1.27|9.38|94.29
2452288||729||24613|3847|634|1026|24613||634|1||3549|24|1576.08||1654.88|40.87||1245.10|195.27|135.71|
2452541|55493|1629|8663|106892|2034|3696|8663|106892|2034|3696|5|2|3550|35|1024.10|51.20|1075.30|10.59|570.50|655.42|110.60|258.08|632.29
2451146|27909|736|9259|131677|208|1906|9259|131677|208|1906|1|2|3552|3|38.64|1.15|39.79|29.06|63.12|30.13|7.31|1.20|93.33
2451415|6644|1718|4270|159079|6175|2304|4270|159079|6175|2304|1|3|3555|1|32.94|2.96|35.90|96.01|30.03|15.48|4.88|12.58|129.00
2451324|51903|1520|7833|137354|5195|476|7833|137354|5195|476|2|1|3555|18|174.96|15.74|190.70|68.30|11.52|83.98|22.74|68.24|95.56
2452468|48039|783|9441|31556|2391|4066|9441|31556|2391|4066|3|1|3556|17|217.43|19.56|236.99|53.32|130.39|4.34|21.30|191.79|203.27
2451681|65141|1147|803|158333|6536|3179|803|158333|6536|3179|4|1|3557|53|483.36|29.00|512.36|47.38|21.73|348.01|56.84|78.51|98.11
2451784|21829|722|5691|184269|3040|4691|5691|184269|3040|4691|2|2|3557|10|10.80|0.64|11.44|13.71|245.00|2.26|6.49|2.05|259.35
2451045|41627|1009|8046|190882|791|3187|8046|190882|791|3187|4|3|3558|20|1095.60|10.95|1106.55|76.17|537.80|120.51|68.25|906.84|624.92
2451101|79088|884|2963|20619|1555|1051|2963|20619|1555|1051|2|1|3558|71|3141.04|282.69|3423.73|40.17|905.96|345.51|1621.40|1174.13|1228.82
2452351|28697|697|2772|35295|1131|934|2772|35295|1131|934|3|1|3560|1|1.00|0.03|1.03|35.95|5.38|0.19|0.30|0.51|41.36
2452438|44081|23|7925|187703|4921|4419|7925|187703|4921|4419|3|2|3560|33|1529.55|15.29|1544.84|15.37|1147.08|1254.23|225.76|49.56|1177.74
2452472|44056|691|9777|79953|5136|1192|9777|79953|5136|1192|1|2|3561|10|636.70|31.83|668.53|67.84|454.80|140.07|4.96|491.67|554.47
2452670|43568|847|8830|343|896|3529|8830|343|896|3529|1|2|3563|61|1491.45|29.82|1521.27|72.00|0.00|969.44|250.56|271.45|101.82
|59548|291|||2784||7105|||1047|||3564||1974.08|138.18|2112.26||1676.16|1520.04|154.37|299.67|
2452097|49312|1715|4473|101515|2284|2766|4473|101515|2284|2766|5|2|3564|66|445.50|13.36|458.86|16.02|390.06|115.83|174.72|154.95|419.44
2452184|39120|563|2520|103217|3081|1585|2520|103217|3081|1585|3|3|3564|2|231.62|4.63|236.25|55.86|0.00|104.22|104.46|22.94|60.49
2452579|45080|1332|5805|69188|1004|227|5805|69188|1004|227|6|3|3565|9|32.85|0.98|33.83|67.57|26.37|3.28|12.41|17.16|94.92
2452482|30680|1535|5510|21023|6249|2395|5510|21023|6249|2395|3|2|3566|13|136.50|9.55|146.05|47.20|23.66|0.00|92.82|43.68|80.41
2451745|18237|464|8593|53174|2668|1929|8593|53174|2668|1929|2|1|3569|8|521.20|5.21|526.41|93.51|388.56|333.56|131.34|56.30|487.28
2452027|36995|181|3299|102307|1348|2796|3299|102307|1348|2796|1|2|3570|1|82.82|1.65|84.47|17.76|23.00|53.00|19.08|10.74|42.41
2452049|68753|752|316|1871|579|2087|316|1871|579|2087|1|1|3570|61|5766.33|288.31|6054.64|14.46|2418.04|2075.87|2730.94|959.52|2720.81
2451443|71042|1180|6781|62221|1501|1908|6781|62221|1501|1908|1|3|3571|30|63.30|2.53|65.83|98.45|190.20|53.17|0.10|10.03|291.18
2451427|82515|224|7422|144428|3947|233|7422|144428|3947|233|4|3|3571|4|2.96|0.05|3.01|80.69|2.32|2.78|0.16|0.02|83.06
2452462|35302|1075|1089|151985|3441|817|1089|151985|3441|817|3|1|3572|1|36.38|0.36|36.74|48.59|29.50|24.37|9.72|2.29|78.45
2452407|45250|889|6182|9961|4060|399|6182|9961|4060|399|5|3|3572|1|93.79|3.75|97.54|42.39|79.36|60.96|10.50|22.33|125.50
2452405|40273|807|1248|115298|7141|2064|1248|115298|7141|2064|5|3|3572|38|1129.36|101.64|1231.00|72.70|736.44|395.27|403.74|330.35|910.78
2452293|72968|547|7335|108496|5210|2924|7335|108496|5210|2924|5|3|3572|17|9.52|0.57|10.09|26.12|367.88|4.56|0.74|4.22|394.57
2451291|9076|770|3841|157183|4652|3434|3841|157183|4652|3434|2|1|3574|14|168.70|8.43|177.13|14.34|93.66|57.35|45.65|65.70|116.43
2451228|49969|844|2176|155925|6587|2369|2176|155925|6587|2369|2|1|3576|14|369.32|22.15|391.47|35.34|85.96|107.10|152.08|110.14|143.45
2451168|40070|556|3367|5197|114|911|3367|5197|114|911|2|2|3577|10|149.40|0.00|149.40|36.53|11.00|41.83|25.81|81.76|47.53
2452497|21789|53|9173|36868|1956|724|9173|36868|1956|724|5|2|3579|14|297.22|14.86|312.08|5.67|668.78|86.19|14.77|196.26|689.31
2452782|7229|219|6750|184954|5911|3715|6750|184954|5911|3715|6|2|3580|5|5.50|0.16|5.66|42.88|5.70|0.99|3.20|1.31|48.74
2452729||1242||152454|3801|1061|||3801|||3|3580||194.88|||45.60|||0.00||123.07
|8343|811||47552|||||4450||2|2|3582|||8.27|173.85|75.79|52.87|87.75|||136.93
2451414|18415|658|8094|90378|2502|4306|8094|90378|2502|4306|4|2|3583|37|231.99|13.91|245.90|27.22|1470.75|97.43|52.47|82.09|1511.88
2451963|64219|74|8207|152989|2331|1993|8207|152989|2331|1993|1|2|3584|2|240.16|12.00|252.16|67.65|81.08|69.64|8.52|162.00|160.73
2451881|19824|1219|7630|55241|7007|4293|7630|55241|7007|4293|5|2|3584|23|4151.96|41.51|4193.47|5.56|721.97|830.39|631.09|2690.48|769.04
2452006|78443|1064|9885|108693|1054|3262|9885|108693|1054|3262|2|2|3584|54|5859.54|0.00|5859.54|65.81|257.58|3398.53|959.79|1501.22|323.39
2450920|69186|1156|4993|162074|6835|1556|4993|162074|6835|1556|2|2|3585|17|0.00|0.00|0.00|33.77|493.00|0.00|0.00|0.00|526.77
2452189|28138|149|5356|135899|1369|4952|5356|135899|1369|4952|1|1|3592|45|1515.60|15.15|1530.75|8.62|3157.65|0.00|1106.38|409.22|3181.42
2452143|17367|757|9059|111171|1203|2475|9059|111171|1203|2475|2|2|3592|53|852.24|42.61|894.85|21.38|1818.43|835.19|5.45|11.60|1882.42
2451658|70647|172|5588|78187|2753|4912|5588|78187|2753|4912|2|2|3593|9|91.98|0.91|92.89|10.60|14.31|70.82|15.65|5.51|25.82
2451525|45193|1489|6623|118056|6369|42|6623|118056|6369|42|1|1|3593|33|6003.36|240.13|6243.49|32.97|1147.74|5943.32|33.02|27.02|1420.84
2451760|56486|665|9633|113257|1710|4756|9633|113257|1710|4756|2|1|3594|1|138.76|8.32|147.08|4.09|56.37|120.72|7.39|10.65|68.78
2452036|79140|836|3908|88213|1031|2569|3908|88213|1031|2569|2|3|3595|38|745.18|44.71|789.89|61.31|725.04|29.80|658.14|57.24|831.06
2451458|15393|1780||74037|2728|||74037|2728|3452|||3596|||11.92|||227.25|361.83|35.79|0.00|274.77
2451252|38235|1700|2968|19128|1641|2554|2968|19128|1641|2554|2|2|3597|38|2867.10|57.34|2924.44|96.55|255.74|1863.61|190.66|812.83|409.63
2451461|4128|1324|7916|178220|2284|2868|7916|178220|2284|2868|2|2|3597|14|407.96|20.39|428.35|38.49|109.34|85.67|135.36|186.93|168.22
2452172|63211|305|7215|71149|2603|697|7215|71149|2603|697|1|1|3599|39|265.98|18.61|284.59|66.80|573.30|140.96|71.26|53.76|658.71
2452615|42871|805|4581|80048|4922|4269|4581|80048|4922|4269|1|2|3600|11|136.18|10.89|147.07|41.82|14.85|114.39|16.56|5.23|67.56
2452092|48201|511|2681|177670|2739|1721|2681|177670|2739|1721|3|1|3601|3|17.40|1.04|18.44|52.69|91.44|8.00|0.75|8.65|145.17
2452119|75952|5|6478|21972|3579|1553|6478|21972|3579|1553|5|1|3601|56|3180.80|254.46|3435.26|89.33|1781.36|95.42|1974.64|1110.74|2125.15
|35362|1269|||6627||9209|6198|6627|||1|3602|||1.49||||8.23||16.55|99.37
2452269|19359|95|7840|29353|6919|3292|7840|29353|6919|3292|3|3|3602|74|4983.16|448.48|5431.64|38.24|2382.80|3089.55|1533.82|359.79|2869.52
2452244|44083|231|2738|136630|6442|1847|2738|136630|6442|1847|5|1|3603|11|347.93|6.95|354.88|54.64|179.30|34.79|128.38|184.76|240.89
2451833|36918|191|6992|76770|435|4580|6992|76770|435|4580|2|2|3604|81|3513.78|35.13|3548.91|84.21|2308.50|281.10|2683.12|549.56|2427.84
2451777|38234|553|8160|169074|1941|808|8160|169074|1941|808|1|3|3606|44|1320.44|92.43|1412.87|99.90|528.00|1109.16|196.49|14.79|720.33
2452565||1629||118988|||92|118988|1851||1||3610|11||3.75|45.44|34.89|13.86||0.99||
2452594||1543|6409|55761|1000|672|6409|55761|1000|672||1|3610|||42.52|||163.43|361.48||81.66|252.39
2452319|44568|653|8163|27339||||||1964||1|3611||3898.93||4015.89|49.41|3527.51|1949.46|662.81||3693.88
2452366|42365|865|6346|169936|119|4582|6346|169936|119|4582|3|2|3612|59|2899.85|144.99|3044.84|55.99|3213.14|985.94|880.39|1033.52|3414.12
2452406|48310|325|9543|30783|3976|3929|9543|30783|3976|3929|5|2|3612|22|742.94|29.71|772.65|79.12|392.70|378.89|265.75|98.30|501.53
2452288|25662|195|8241|131149|890|238|8241|131149|890|238|1|1|3612|30|2839.50|198.76|3038.26|83.19|1670.40|2271.60|164.69|403.21|1952.35
2451259|36022|286|5088|10710|1419|2361|5088|10710|1419|2361|1|1|3613|46|4306.52|172.26|4478.78|24.62|1250.28|559.84|1873.34|1873.34|1447.16
2452322|64840|801|4270|126110|1150|4590|4270|126110|1150|4590|3|2|3615|80|10116.80|505.84|10622.64|91.05|4900.00|1922.19|6227.90|1966.71|5496.89
2451965|50135|1003|8944|32250|3556|4815|8944|32250|3556|4815|1|2|3616|35|4002.25|160.09|4162.34|77.69|2118.55|120.06|2523.42|1358.77|2356.33
2452074|79890|703|385|174445|2952|3212|385|174445|2952|3212|5|2|3616|55|4018.30|120.54|4138.84|78.63|1562.55|1968.96|1537.00|512.34|1761.72
2452091|64580|1736|2626|164525|7097|3309|2626|164525|7097|3309|1|3|3616|40|4116.80|41.16|4157.96|33.74|2176.40|946.86|1204.57|1965.37|2251.30
2451938|5506|1747|8553|86435|5517|1999|8553|86435|5517|1999|2|3|3616|45|1043.10|62.58|1105.68|51.54|613.80|730.17|147.07|165.86|727.92
2451275|40015|457|9919|24168|4130|3459|9919|24168|4130|3459|1|3|3617|7|343.77|17.18|360.95|8.86|143.92|237.20|2.13|104.44|169.96
2452878|41490|810|4408|35376|24|432|4408|35376|24|432|3|3|3618|26|345.80|24.20|370.00|31.16|783.90|204.02|48.20|93.58|839.26
2452761|15507|661|99|30178|6224|2263|99|30178|6224|2263|3|2|3618|3|98.10|0.00|98.10|83.66|179.88|41.20|26.17|30.73|263.54
2452707|31549|139|997|145675|833|2751|997|145675|833|2751|3|1|3618|10|17.00|0.85|17.85|10.91|4.00|5.61|5.12|6.27|15.76
||869||89113|301|||||602|2|3|3619|25||18.00||42.14|537.50|384.00||8.64|
2452177|25708|361|1281|111395|69|4863|1281|111395|69|4863|5|2|3619|28|2596.16|155.76|2751.92|14.02|204.12|363.46|491.19|1741.51|373.90
2452414|74092|697|1956|41263|5897|244|1956|41263|5897|244|1|3|3620|1|20.81|0.20|21.01|33.89|48.90|12.48|2.16|6.17|82.99
